,0.8,0.9,1.0,1.1,1.2
0.55,4.7466496000000005,5.163980800000001,5.5813120000000005,5.998643200000002,6.415974400000002
0.6,5.050163200000001,5.505433600000001,5.960704000000001,6.415974400000002,6.871244800000001
0.65,5.3536768000000015,5.846886400000002,6.340096000000002,6.833305600000002,7.326515200000002
0.7,5.6571904,6.188339200000001,6.719488,7.250636800000001,7.7817856
0.75,5.960704000000001,6.529792000000001,7.098880000000001,7.667968000000002,8.237056000000003
